season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
Autumn,y1,m8,h14,No,w2,Yes,Clear,0.82,0.7424,0.41,0.2239,80,175,255
Autumn,y1,m8,h15,No,w2,Yes,Clear,0.82,0.7576,0.46,0.2239,84,199,283
Autumn,y1,m8,h16,No,w2,Yes,Clear,0.82,0.7424,0.43,0.2239,95,363,458
Autumn,y1,m8,h17,No,w2,Yes,Snow,0.76,0.7273,0.66,0.2537,78,734,812
Autumn,y1,m8,h18,No,w2,Yes,Clear,0.76,0.7121,0.62,0.2836,97,757,854
Autumn,y1,m8,h19,No,w2,Yes,Clear,0.76,0.7273,0.66,0.194,94,533,627
Autumn,y1,m8,h20,No,w2,Yes,Clear,0.74,0.7121,0.74,0.2239,65,371,436
Autumn,y1,m8,h21,No,w2,Yes,Clear,0.74,0.6818,0.62,0.2239,56,252,308
Autumn,y1,m8,h22,No,w2,Yes,Clear,0.72,0.6818,0.66,0.0896,28,161,189
Autumn,y1,m8,h23,No,w2,Yes,Clear,0.72,0.6818,0.66,0.1642,53,114,167
Autumn,y1,m8,h0,No,w3,Yes,Clear,0.7,0.6515,0.61,0.194,8,52,60
Autumn,y1,m8,h1,No,w3,Yes,Clear,0.7,0.6515,0.61,0,6,31,37
Autumn,y1,m8,h2,No,w3,Yes,Clear,0.68,0.6364,0.65,0,1,7,8
Autumn,y1,m8,h3,No,w3,Yes,Clear,0.66,0.6212,0.74,0.1045,1,10,11
Autumn,y1,m8,h4,No,w3,Yes,Clear,0.64,0.5758,0.83,0.1045,0,4,4
Autumn,y1,m8,h5,No,w3,Yes,Clear,0.64,0.5909,0.78,0.1045,4,35,39
Autumn,y1,m8,h6,No,w3,Yes,Clear,0.64,0.5909,0.78,0.1045,12,160,172
Autumn,y1,m8,h7,No,w3,Yes,Mist,0.66,0.6212,0.69,0.194,25,467,492
Autumn,y1,m8,h8,No,w3,Yes,Mist,0.7,0.6515,0.65,0.2836,40,642,682
Autumn,y1,m8,h9,No,w3,Yes,Mist,0.72,0.6818,0.62,0.194,57,310,367
Autumn,y1,m8,h10,No,w3,Yes,Mist,0.72,0.6818,0.62,0.194,70,163,233
Autumn,y1,m8,h11,No,w3,Yes,Mist,0.74,0.6818,0.58,0.194,80,155,235
Autumn,y1,m8,h12,No,w3,Yes,Clear,0.74,0.6818,0.55,0.2239,77,230,307
Autumn,y1,m8,h13,No,w3,Yes,Mist,0.78,0.7121,0.49,0.194,88,206,294
Autumn,y1,m8,h14,No,w3,Yes,Mist,0.76,0.697,0.52,0.2985,94,161,255
Autumn,y1,m8,h15,No,w3,Yes,Clear,0.76,0.697,0.52,0.2537,70,196,266
Autumn,y1,m8,h16,No,w3,Yes,Clear,0.76,0.6818,0.48,0.194,91,340,431
Autumn,y1,m8,h17,No,w3,Yes,Clear,0.74,0.6818,0.55,0.2836,102,749,851
Autumn,y1,m8,h18,No,w3,Yes,Clear,0.74,0.6667,0.51,0.2239,80,768,848
Autumn,y1,m8,h19,No,w3,Yes,Clear,0.7,0.6515,0.61,0.1343,124,525,649
Autumn,y1,m8,h20,No,w3,Yes,Clear,0.7,0.6515,0.61,0.1343,72,355,427
Autumn,y1,m8,h21,No,w3,Yes,Clear,0.7,0.6515,0.61,0.194,49,266,315
Autumn,y1,m8,h22,No,w3,Yes,Clear,0.7,0.6515,0.61,0.1642,29,197,226
Autumn,y1,m8,h23,No,w3,Yes,Clear,0.68,0.6364,0.65,0.1045,18,120,138
Autumn,y1,m8,h0,No,w4,Yes,Clear,0.66,0.6212,0.69,0,13,63,76
Autumn,y1,m8,h1,No,w4,Yes,Clear,0.64,0.6061,0.73,0,3,18,21
Autumn,y1,m8,h2,No,w4,Yes,Clear,0.64,0.6061,0.69,0.194,0,15,15
Autumn,y1,m8,h3,No,w4,Yes,Clear,0.62,0.5909,0.73,0.2537,0,4,4
Autumn,y1,m8,h4,No,w4,Yes,Clear,0.62,0.5909,0.73,0.2239,2,3,5
Autumn,y1,m8,h5,No,w4,Yes,Clear,0.6,0.5758,0.78,0.1642,7,30,37
Autumn,y1,m8,h6,No,w4,Yes,Clear,0.6,0.5758,0.78,0.1642,3,162,165
Autumn,y1,m8,h7,No,w4,Yes,Clear,0.64,0.6061,0.69,0.2239,16,448,464
Autumn,y1,m8,h8,No,w4,Yes,Clear,0.68,0.6364,0.61,0.194,33,649,682
Autumn,y1,m8,h9,No,w4,Yes,Clear,0.72,0.6667,0.54,0.1045,41,296,337
Autumn,y1,m8,h10,No,w4,Yes,Clear,0.74,0.6667,0.48,0.1343,78,121,199
Autumn,y1,m8,h11,No,w4,Yes,Clear,0.76,0.6667,0.37,0.0896,83,191,274
Autumn,y1,m8,h12,No,w4,Yes,Clear,0.8,0.697,0.33,0.1045,96,247,343
Autumn,y1,m8,h13,No,w4,Yes,Clear,0.8,0.697,0.31,0.2239,81,219,300
Autumn,y1,m8,h14,No,w4,Yes,Clear,0.82,0.7121,0.32,0,72,176,248
Autumn,y1,m8,h15,No,w4,Yes,Clear,0.8,0.697,0.33,0.2537,63,197,260
Autumn,y1,m8,h16,No,w4,Yes,Clear,0.82,0.7121,0.32,0.2239,79,340,419
Autumn,y1,m8,h17,No,w4,Yes,Clear,0.82,0.7273,0.34,0.194,130,767,897
Autumn,y1,m8,h18,No,w4,Yes,Clear,0.8,0.7121,0.36,0,109,723,832
Autumn,y1,m8,h19,No,w4,Yes,Clear,0.76,0.6818,0.4,0.1045,119,558,677
Autumn,y1,m8,h20,No,w4,Yes,Clear,0.76,0.6818,0.4,0.0896,100,414,514
Autumn,y1,m8,h21,No,w4,Yes,Clear,0.74,0.6667,0.48,0.194,83,273,356
Autumn,y1,m8,h22,No,w4,Yes,Clear,0.72,0.6667,0.51,0.1642,69,185,254
Autumn,y1,m8,h23,No,w4,Yes,Clear,0.7,0.6515,0.54,0.1045,58,168,226
Autumn,y1,m8,h0,No,w5,Yes,Clear,0.68,0.2424,0.57,0.1642,21,67,88
Autumn,y1,m8,h1,No,w5,Yes,Clear,0.66,0.2424,0.65,0.1045,16,38,54
Autumn,y1,m8,h2,No,w5,Yes,Clear,0.66,0.2424,0.61,0.1343,4,15,19
Autumn,y1,m8,h3,No,w5,Yes,Clear,0.64,0.2424,0.65,0.1045,0,6,6
Autumn,y1,m8,h4,No,w5,Yes,Clear,0.64,0.2424,0.73,0.1642,0,9,9
Autumn,y1,m8,h5,No,w5,Yes,Clear,0.64,0.2424,0.73,0.1045,2,34,36
Autumn,y1,m8,h6,No,w5,Yes,Clear,0.62,0.2424,0.78,0.1343,6,151,157
Autumn,y1,m8,h7,No,w5,Yes,Clear,0.64,0.2424,0.73,0.1045,11,368,379
Autumn,y1,m8,h8,No,w5,Yes,Clear,0.68,0.2424,0.65,0.1343,43,625,668
Autumn,y1,m8,h9,No,w5,Yes,Clear,0.7,0.2424,0.58,0.1045,58,320,378
Autumn,y1,m8,h10,No,w5,Yes,Clear,0.74,0.2424,0.55,0.1642,82,149,231
Autumn,y1,m8,h11,No,w5,Yes,Clear,0.76,0.2424,0.52,0.2836,98,205,303
Autumn,y1,m8,h12,No,w5,Yes,Clear,0.82,0.2424,0.41,0.2239,110,255,365
Autumn,y1,m8,h13,No,w5,Yes,Clear,0.84,0.2424,0.36,0.3881,103,254,357
Autumn,y1,m8,h14,No,w5,Yes,Clear,0.86,0.2424,0.34,0.4179,128,200,328
Autumn,y1,m8,h15,No,w5,Yes,Clear,0.86,0.2424,0.3,0.4627,127,256,383
Autumn,y1,m8,h16,No,w5,Yes,Mist,0.84,0.2424,0.32,0.4478,116,372,488
Autumn,y1,m8,h17,No,w5,Yes,Clear,0.82,0.2424,0.36,0.3284,144,647,791
Autumn,y1,m8,h18,No,w5,Yes,Mist,0.82,0.2424,0.38,0.2537,108,561,669
Autumn,y1,m8,h19,No,w5,Yes,Mist,0.74,0.2424,0.55,0.3881,88,403,491
Autumn,y1,m8,h20,No,w5,Yes,Mist,0.72,0.2424,0.58,0.2239,97,262,359
Autumn,y1,m8,h21,No,w5,Yes,Mist,0.68,0.2424,0.69,0.2985,57,198,255
Autumn,y1,m8,h22,No,w5,Yes,Snow,0.66,0.2424,0.83,0.194,43,170,213
Autumn,y1,m8,h23,No,w5,Yes,Snow,0.64,0.2424,0.83,0.2239,21,100,121
Autumn,y1,m8,h0,No,w6,No,Mist,0.64,0.5758,0.83,0.2239,6,99,105
Autumn,y1,m8,h1,No,w6,No,Snow,0.62,0.5455,0.94,0.1642,14,78,92
Autumn,y1,m8,h2,No,w6,No,Snow,0.62,0.5606,0.88,0.1642,4,39,43
Autumn,y1,m8,h3,No,w6,No,Clear,0.62,0.5606,0.88,0.194,7,23,30
Autumn,y1,m8,h4,No,w6,No,Clear,0.62,0.5909,0.73,0.2239,5,8,13
Autumn,y1,m8,h5,No,w6,No,Clear,0.6,0.5758,0.78,0.2537,2,7,9
Autumn,y1,m8,h6,No,w6,No,Clear,0.6,0.5606,0.83,0.2239,4,23,27
Autumn,y1,m8,h7,No,w6,No,Clear,0.6,0.5606,0.83,0.2239,12,52,64
Autumn,y1,m8,h8,No,w6,No,Clear,0.64,0.6061,0.69,0.2537,28,161,189
Autumn,y1,m8,h9,No,w6,No,Clear,0.66,0.6212,0.65,0.2836,81,211,292
Autumn,y1,m8,h10,No,w6,No,Clear,0.7,0.6515,0.54,0.1642,166,314,480
Autumn,y1,m8,h11,No,w6,No,Clear,0.72,0.6667,0.51,0,180,356,536
Autumn,y1,m8,h12,No,w6,No,Clear,0.76,0.6667,0.37,0.194,266,388,654
Autumn,y1,m8,h13,No,w6,No,Clear,0.74,0.6515,0.4,0.194,289,355,644
Autumn,y1,m8,h14,No,w6,No,Clear,0.76,0.6667,0.37,0.2836,242,356,598
Autumn,y1,m8,h15,No,w6,No,Clear,0.76,0.6667,0.37,0.2239,250,346,596
Autumn,y1,m8,h16,No,w6,No,Clear,0.76,0.6667,0.37,0.2537,287,354,641
Autumn,y1,m8,h17,No,w6,No,Clear,0.76,0.6667,0.37,0.2239,256,379,635
Autumn,y1,m8,h18,No,w6,No,Clear,0.74,0.6515,0.37,0.1642,225,329,554
Autumn,y1,m8,h19,No,w6,No,Clear,0.7,0.6364,0.45,0.1642,164,324,488
Autumn,y1,m8,h20,No,w6,No,Clear,0.7,0.6364,0.45,0.1045,99,242,341
Autumn,y1,m8,h21,No,w6,No,Clear,0.66,0.6212,0.61,0,90,248,338
Autumn,y1,m8,h22,No,w6,No,Clear,0.66,0.6212,0.61,0,90,171,261
Autumn,y1,m8,h23,No,w6,No,Clear,0.64,0.6061,0.65,0.0896,60,175,235
Autumn,y1,m8,h0,No,w0,No,Clear,0.66,0.6212,0.57,0.0896,44,143,187
Autumn,y1,m8,h1,No,w0,No,Clear,0.64,0.6061,0.65,0,29,102,131
Autumn,y1,m8,h2,No,w0,No,Mist,0.62,0.6061,0.69,0.0896,16,103,119
Autumn,y1,m8,h3,No,w0,No,Mist,0.62,0.6061,0.61,0.1642,21,34,55
Autumn,y1,m8,h4,No,w0,No,Mist,0.62,0.6061,0.65,0.1642,4,22,26
Autumn,y1,m8,h5,No,w0,No,Mist,0.6,0.5909,0.73,0.1343,3,8,11
Autumn,y1,m8,h6,No,w0,No,Mist,0.62,0.6061,0.69,0.1045,5,15,20
Autumn,y1,m8,h7,No,w0,No,Mist,0.62,0.6061,0.69,0.1343,12,29,41
Autumn,y1,m8,h8,No,w0,No,Mist,0.64,0.6061,0.69,0.1045,34,90,124
Autumn,y1,m8,h9,No,w0,No,Mist,0.66,0.6212,0.74,0,86,184,270
Autumn,y1,m8,h10,No,w0,No,Mist,0.68,0.6364,0.69,0,138,287,425
Autumn,y1,m8,h11,No,w0,No,Snow,0.64,0.5909,0.78,0.1642,83,189,272
Autumn,y1,m8,h12,No,w0,No,Snow,0.64,0.6061,0.73,0,112,186,298
Autumn,y1,m8,h13,No,w0,No,Snow,0.64,0.5758,0.83,0.1343,50,112,162
Autumn,y1,m8,h14,No,w0,No,Snow,0.64,0.6061,0.73,0,41,108,149
Autumn,y1,m8,h15,No,w0,No,Mist,0.64,0.6061,0.65,0,89,187,276
Autumn,y1,m8,h16,No,w0,No,Mist,0.66,0.6212,0.65,0,97,259,356
Autumn,y1,m8,h17,No,w0,No,Mist,0.64,0.5909,0.78,0.1045,76,267,343
Autumn,y1,m8,h18,No,w0,No,Mist,0.64,0.5909,0.78,0.1045,86,291,377
Autumn,y1,m8,h19,No,w0,No,Mist,0.64,0.6061,0.73,0.1343,72,269,341
Autumn,y1,m8,h20,No,w0,No,Mist,0.64,0.6061,0.73,0.194,61,213,274
Autumn,y1,m8,h21,No,w0,No,Snow,0.62,0.5909,0.78,0.0896,36,154,190
Autumn,y1,m8,h22,No,w0,No,Mist,0.62,0.5909,0.78,0.1642,6,50,56
Autumn,y1,m8,h23,No,w0,No,Mist,0.62,0.5909,0.73,0,7,39,46
Autumn,y1,m8,h0,No,w1,Yes,Mist,0.6,0.5606,0.83,0.1045,1,25,26
Autumn,y1,m8,h1,No,w1,Yes,Clear,0.6,0.5606,0.83,0.1642,0,10,10
Autumn,y1,m8,h2,No,w1,Yes,Clear,0.6,0.5606,0.83,0.1642,0,5,5
Autumn,y1,m8,h3,No,w1,Yes,Clear,0.6,0.5455,0.88,0.1045,0,3,3
Autumn,y1,m8,h4,No,w1,Yes,Mist,0.6,0.5606,0.83,0.0896,0,7,7
Autumn,y1,m8,h5,No,w1,Yes,Mist,0.6,0.5606,0.83,0,2,35,37
Autumn,y1,m8,h6,No,w1,Yes,Mist,0.6,0.5758,0.78,0.1343,6,155,161
Autumn,y1,m8,h7,No,w1,Yes,Mist,0.62,0.5909,0.78,0.1343,15,427,442
Autumn,y1,m8,h8,No,w1,Yes,Mist,0.62,0.5909,0.73,0.1045,37,618,655
Autumn,y1,m8,h9,No,w1,Yes,Mist,0.64,0.6061,0.69,0,55,302,357
Autumn,y1,m8,h10,No,w1,Yes,Mist,0.64,0.6061,0.69,0.0896,69,124,193
Autumn,y1,m8,h11,No,w1,Yes,Clear,0.66,0.6212,0.65,0.1045,90,151,241
Autumn,y1,m8,h12,No,w1,Yes,Mist,0.66,0.6212,0.61,0.1045,66,216,282
Autumn,y1,m8,h13,No,w1,Yes,Clear,0.7,0.6515,0.58,0.1343,97,194,291
Autumn,y1,m8,h14,No,w1,Yes,Clear,0.72,0.6667,0.54,0.1642,87,188,275
Autumn,y1,m8,h15,No,w1,Yes,Clear,0.72,0.6667,0.54,0.2537,102,207,309
Autumn,y1,m8,h16,No,w1,Yes,Clear,0.72,0.6667,0.54,0.2537,103,357,460
Autumn,y1,m8,h17,No,w1,Yes,Clear,0.7,0.6515,0.58,0.2836,83,810,893
Autumn,y1,m8,h18,No,w1,Yes,Mist,0.62,0.5909,0.78,0.2537,89,726,815
Autumn,y1,m8,h19,No,w1,Yes,Mist,0.62,0.5909,0.78,0.194,33,266,299
Autumn,y1,m8,h20,No,w1,Yes,Mist,0.62,0.5758,0.83,0.2836,30,231,261
Autumn,y1,m8,h21,No,w1,Yes,Clear,0.6,0.5606,0.83,0,26,219,245
Autumn,y1,m8,h22,No,w1,Yes,Mist,0.6,0.5606,0.83,0,25,136,161
Autumn,y1,m8,h23,No,w1,Yes,Mist,0.6,0.5606,0.83,0,10,92,102
Autumn,y1,m8,h0,No,w2,Yes,Mist,0.6,0.5606,0.83,0.0896,7,52,59
Autumn,y1,m8,h1,No,w2,Yes,Mist,0.6,0.5606,0.83,0.1343,11,22,33
Autumn,y1,m8,h2,No,w2,Yes,Mist,0.58,0.5455,0.88,0.2836,1,7,8
Autumn,y1,m8,h3,No,w2,Yes,Clear,0.56,0.5303,0.88,0,0,3,3
Autumn,y1,m8,h4,No,w2,Yes,Clear,0.56,0.5303,0.88,0,0,4,4
Autumn,y1,m8,h5,No,w2,Yes,Clear,0.56,0.5303,0.83,0.0896,4,30,34
Autumn,y1,m8,h6,No,w2,Yes,Clear,0.56,0.5303,0.83,0.1045,5,164,169
Autumn,y1,m8,h7,No,w2,Yes,Clear,0.6,0.5758,0.78,0.1045,19,500,519
Autumn,y1,m8,h8,No,w2,Yes,Clear,0.6,0.5758,0.78,0.1343,27,696,723
Autumn,y1,m8,h9,No,w2,Yes,Clear,0.64,0.6061,0.69,0,47,281,328
Autumn,y1,m8,h10,No,w2,Yes,Clear,0.66,0.6212,0.61,0.1045,58,120,178
Autumn,y1,m8,h11,No,w2,Yes,Clear,0.7,0.6515,0.54,0,61,195,256
Autumn,y1,m8,h12,No,w2,Yes,Clear,0.72,0.6515,0.45,0,79,226,305
Autumn,y1,m8,h13,No,w2,Yes,Clear,0.74,0.6515,0.4,0,76,255,331
Autumn,y1,m8,h14,No,w2,Yes,Clear,0.76,0.6667,0.37,0.0896,110,192,302
Autumn,y1,m8,h15,No,w2,Yes,Clear,0.76,0.6667,0.37,0,76,226,302
Autumn,y1,m8,h16,No,w2,Yes,Clear,0.76,0.6667,0.37,0,109,358,467
Autumn,y1,m8,h17,No,w2,Yes,Clear,0.74,0.6667,0.51,0.2836,92,786,878
Autumn,y1,m8,h18,No,w2,Yes,Clear,0.72,0.6667,0.54,0.2239,93,532,625
Autumn,y1,m8,h19,No,w2,Yes,Snow,0.62,0.5909,0.73,0.1045,56,420,476
Autumn,y1,m8,h20,No,w2,Yes,Clear,0.64,0.6061,0.73,0,62,296,358
Autumn,y1,m8,h21,No,w2,Yes,Clear,0.64,0.6061,0.73,0,41,239,280
Autumn,y1,m8,h22,No,w2,Yes,Clear,0.64,0.5909,0.78,0,24,208,232
Autumn,y1,m8,h23,No,w2,Yes,Clear,0.62,0.5758,0.83,0,23,113,136
Autumn,y1,m8,h0,No,w3,Yes,Clear,0.62,0.5758,0.83,0.1045,9,46,55
Autumn,y1,m8,h1,No,w3,Yes,Clear,0.62,0.5909,0.78,0,1,20,21
Autumn,y1,m8,h2,No,w3,Yes,Clear,0.62,0.5909,0.78,0,7,10,17
Autumn,y1,m8,h3,No,w3,Yes,Clear,0.62,0.5909,0.78,0,0,7,7
Autumn,y1,m8,h4,No,w3,Yes,Clear,0.58,0.5455,0.83,0.1045,1,7,8
Autumn,y1,m8,h5,No,w3,Yes,Clear,0.6,0.5758,0.78,0,2,38,40
Autumn,y1,m8,h6,No,w3,Yes,Clear,0.62,0.5909,0.73,0,12,175,187
Autumn,y1,m8,h7,No,w3,Yes,Clear,0.62,0.5909,0.78,0,16,537,553
Autumn,y1,m8,h8,No,w3,Yes,Clear,0.64,0.6061,0.73,0.0896,37,703,740
Autumn,y1,m8,h9,No,w3,Yes,Clear,0.68,0.6364,0.65,0,41,335,376
Autumn,y1,m8,h10,No,w3,Yes,Clear,0.7,0.6515,0.61,0.0896,66,159,225
Autumn,y1,m8,h11,No,w3,Yes,Clear,0.72,0.6667,0.58,0.0896,71,196,267
Autumn,y1,m8,h12,No,w3,Yes,Clear,0.74,0.6667,0.51,0,59,253,312
Autumn,y1,m8,h13,No,w3,Yes,Clear,0.76,0.6818,0.48,0.1045,74,242,316
Autumn,y1,m8,h14,No,w3,Yes,Clear,0.76,0.6818,0.45,0.1045,82,184,266
Autumn,y1,m8,h15,No,w3,Yes,Clear,0.76,0.6818,0.48,0.1343,94,222,316
Autumn,y1,m8,h16,No,w3,Yes,Snow,0.74,0.6818,0.55,0.2239,102,358,460
Autumn,y1,m8,h17,No,w3,Yes,Snow,0.74,0.6818,0.55,0.2239,72,711,783
Autumn,y1,m8,h18,No,w3,Yes,Snow,0.66,0.6212,0.61,0.2239,91,592,683
Autumn,y1,m8,h19,No,w3,Yes,Mist,0.66,0.6212,0.74,0,56,524,580
Autumn,y1,m8,h20,No,w3,Yes,Clear,0.64,0.6061,0.73,0.194,59,332,391
Autumn,y1,m8,h21,No,w3,Yes,Clear,0.64,0.6061,0.73,0,60,291,351
Autumn,y1,m8,h22,No,w3,Yes,Clear,0.64,0.6061,0.73,0,55,226,281
Autumn,y1,m8,h23,No,w3,Yes,Clear,0.64,0.5758,0.83,0,27,113,140
Autumn,y1,m8,h0,No,w4,Yes,Clear,0.64,0.5909,0.78,0,9,51,60
Autumn,y1,m8,h1,No,w4,Yes,Clear,0.62,0.5758,0.83,0,10,15,25
Autumn,y1,m8,h2,No,w4,Yes,Clear,0.62,0.5758,0.83,0,9,11,20
Autumn,y1,m8,h3,No,w4,Yes,Clear,0.62,0.5758,0.83,0.0896,3,6,9
Autumn,y1,m8,h4,No,w4,Yes,Clear,0.62,0.5758,0.83,0,0,6,6
Autumn,y1,m8,h5,No,w4,Yes,Clear,0.62,0.5758,0.83,0,1,36,37
Autumn,y1,m8,h6,No,w4,Yes,Mist,0.6,0.5455,0.88,0.0896,14,178,192
Autumn,y1,m8,h7,No,w4,Yes,Mist,0.62,0.5758,0.83,0.0896,18,463,481
Autumn,y1,m8,h8,No,w4,Yes,Mist,0.66,0.6212,0.74,0.0896,45,662,707
Autumn,y1,m8,h9,No,w4,Yes,Mist,0.7,0.6515,0.7,0,58,354,412
Autumn,y1,m8,h10,No,w4,Yes,Clear,0.74,0.6818,0.58,0.0896,76,157,233
Autumn,y1,m8,h11,No,w4,Yes,Clear,0.76,0.6818,0.48,0.0896,86,192,278
Autumn,y1,m8,h12,No,w4,Yes,Clear,0.78,0.6818,0.38,0,97,235,332
Autumn,y1,m8,h13,No,w4,Yes,Clear,0.82,0.7273,0.38,0.0896,93,253,346
Autumn,y1,m8,h14,No,w4,Yes,Clear,0.78,0.697,0.46,0.2239,114,191,305
Autumn,y1,m8,h15,No,w4,Yes,Clear,0.78,0.697,0.46,0.1343,104,201,305
Autumn,y1,m8,h16,No,w4,Yes,Clear,0.76,0.6818,0.48,0.1642,121,344,465
Autumn,y1,m8,h17,No,w4,Yes,Clear,0.76,0.6818,0.45,0.2239,111,709,820
Autumn,y1,m8,h18,No,w4,Yes,Clear,0.74,0.6667,0.48,0.2239,130,811,941
Autumn,y1,m8,h19,No,w4,Yes,Clear,0.72,0.6667,0.51,0.0896,96,537,633
Autumn,y1,m8,h20,No,w4,Yes,Clear,0.7,0.6515,0.61,0.1045,70,404,474
Autumn,y1,m8,h21,No,w4,Yes,Clear,0.7,0.6515,0.61,0.1343,53,276,329
Autumn,y1,m8,h22,No,w4,Yes,Mist,0.68,0.6364,0.61,0.1045,21,177,198
Autumn,y1,m8,h23,No,w4,Yes,Mist,0.66,0.6212,0.69,0,24,133,157
Autumn,y1,m8,h0,No,w5,Yes,Mist,0.66,0.6212,0.69,0,27,84,111
Autumn,y1,m8,h1,No,w5,Yes,Mist,0.64,0.6061,0.73,0,5,37,42
Autumn,y1,m8,h2,No,w5,Yes,Clear,0.66,0.6212,0.69,0,1,15,16
Autumn,y1,m8,h3,No,w5,Yes,Clear,0.64,0.6061,0.73,0,2,6,8
Autumn,y1,m8,h4,No,w5,Yes,Mist,0.64,0.6061,0.73,0,2,6,8
Autumn,y1,m8,h5,No,w5,Yes,Clear,0.64,0.5909,0.78,0,1,37,38
Autumn,y1,m8,h6,No,w5,Yes,Mist,0.62,0.5758,0.83,0,9,142,151
Autumn,y1,m8,h7,No,w5,Yes,Mist,0.64,0.5909,0.78,0,13,412,425
Autumn,y1,m8,h8,No,w5,Yes,Mist,0.66,0.6212,0.74,0,41,703,744
Autumn,y1,m8,h9,No,w5,Yes,Mist,0.72,0.6667,0.58,0,58,331,389
Autumn,y1,m8,h10,No,w5,Yes,Mist,0.76,0.6818,0.48,0,78,184,262
Autumn,y1,m8,h11,No,w5,Yes,Mist,0.76,0.6818,0.48,0.1045,69,212,281
Autumn,y1,m8,h12,No,w5,Yes,Mist,0.76,0.6818,0.45,0.0896,95,276,371
Autumn,y1,m8,h13,No,w5,Yes,Mist,0.8,0.7121,0.41,0.1045,79,272,351
Autumn,y1,m8,h14,No,w5,Yes,Clear,0.78,0.697,0.43,0.1045,109,229,338
Autumn,y1,m8,h15,No,w5,Yes,Mist,0.76,0.6818,0.48,0.1343,99,251,350
Autumn,y1,m8,h16,No,w5,Yes,Mist,0.76,0.6818,0.48,0.1343,101,414,515
Autumn,y1,m8,h17,No,w5,Yes,Mist,0.74,0.6667,0.51,0.2239,117,695,812
Autumn,y1,m8,h18,No,w5,Yes,Mist,0.72,0.6818,0.62,0.194,109,627,736
Autumn,y1,m8,h19,No,w5,Yes,Mist,0.72,0.6667,0.58,0.1642,106,430,536
Autumn,y1,m8,h20,No,w5,Yes,Mist,0.7,0.6515,0.65,0.2239,66,297,363
Autumn,y1,m8,h21,No,w5,Yes,Mist,0.7,0.6515,0.61,0.1642,58,248,306
Autumn,y1,m8,h22,No,w5,Yes,Mist,0.7,0.6515,0.61,0,42,209,251
Autumn,y1,m8,h23,No,w5,Yes,Mist,0.68,0.6364,0.69,0.0896,38,140,178
Autumn,y1,m8,h0,No,w6,No,Mist,0.7,0.6515,0.61,0,21,114,135
Autumn,y1,m8,h1,No,w6,No,Mist,0.68,0.6364,0.69,0,15,100,115
Autumn,y1,m8,h2,No,w6,No,Mist,0.66,0.6212,0.74,0.0896,18,61,79
Autumn,y1,m8,h3,No,w6,No,Clear,0.66,0.6212,0.69,0.0896,7,31,38
Autumn,y1,m8,h4,No,w6,No,Mist,0.66,0.6212,0.69,0.1045,3,9,12
Autumn,y1,m8,h5,No,w6,No,Mist,0.64,0.6061,0.73,0.1642,4,10,14
Autumn,y1,m8,h6,No,w6,No,Mist,0.64,0.5909,0.78,0.1642,5,25,30
Autumn,y1,m8,h7,No,w6,No,Mist,0.64,0.5909,0.78,0.194,14,88,102
Autumn,y1,m8,h8,No,w6,No,Mist,0.66,0.6212,0.74,0.2537,29,133,162
Autumn,y1,m8,h9,No,w6,No,Mist,0.68,0.6364,0.69,0.2836,60,228,288
Autumn,y1,m8,h10,No,w6,No,Mist,0.7,0.6515,0.65,0.2985,148,294,442
Autumn,y1,m8,h11,No,w6,No,Mist,0.72,0.6818,0.62,0.2836,143,314,457
Autumn,y1,m8,h12,No,w6,No,Snow,0.72,0.6667,0.54,0.3881,217,367,584
Autumn,y1,m8,h13,No,w6,No,Mist,0.72,0.6667,0.51,0.3582,186,331,517
Autumn,y1,m8,h14,No,w6,No,Snow,0.66,0.6212,0.65,0.2537,150,332,482
Autumn,y1,m8,h15,No,w6,No,Mist,0.64,0.6061,0.73,0.3284,79,154,233
Autumn,y1,m8,h16,No,w6,No,Mist,0.66,0.6212,0.74,0.2985,174,260,434
Autumn,y1,m8,h17,No,w6,No,Mist,0.66,0.6212,0.74,0.3284,132,271,403
Autumn,y1,m8,h18,No,w6,No,Mist,0.66,0.6212,0.69,0.4627,122,261,383
Autumn,y1,m8,h19,No,w6,No,Mist,0.64,0.5909,0.78,0.2985,97,257,354
Autumn,y1,m8,h20,No,w6,No,Snow,0.62,0.5758,0.83,0.2537,65,176,241
Autumn,y1,m8,h21,No,w6,No,Clear,0.62,0.5758,0.83,0.3582,60,148,208
Autumn,y1,m8,h22,No,w6,No,Clear,0.62,0.5758,0.83,0.3582,46,136,182
Autumn,y1,m8,h23,No,w6,No,Mist,0.62,0.5758,0.83,0.2537,34,124,158
Autumn,y1,m8,h0,No,w0,No,Clear,0.64,0.5758,0.89,0.2537,23,111,134
Autumn,y1,m8,h1,No,w0,No,Clear,0.64,0.5758,0.89,0.194,18,116,134
Autumn,y1,m8,h2,No,w0,No,Mist,0.64,0.5758,0.89,0.2239,12,104,116
Autumn,y1,m8,h3,No,w0,No,Mist,0.64,0.5758,0.89,0.2537,11,42,53
Autumn,y1,m8,h4,No,w0,No,Mist,0.64,0.5758,0.89,0.194,5,11,16
Autumn,y1,m8,h5,No,w0,No,Clear,0.64,0.5758,0.89,0.194,3,13,16
Autumn,y1,m8,h6,No,w0,No,Clear,0.62,0.5606,0.88,0.2985,5,16,21
